Date,City,Impact
26-11-2013,Albuquerque,sky is clear
26-11-2013,Denver,scattered clouds
26-11-2013,San Antonio,sky is clear
26-11-2013,Dallas,overcast clouds
26-11-2013,Houston,mist
26-11-2013,Kansas City,few clouds
26-11-2013,Minneapolis,broken clouds
26-11-2013,Saint Louis,sky is clear
26-11-2013,Chicago,broken clouds
26-11-2013,Nashville,mist
26-11-2013,Indianapolis,few clouds
26-11-2013,Atlanta,mist
26-11-2013,Detroit,overcast clouds
26-11-2013,Jacksonville,overcast clouds
26-11-2013,Charlotte,mist
26-11-2013,Miami,light intensity drizzle
26-11-2013,Pittsburgh,overcast clouds
26-11-2013,Toronto,mist
26-11-2013,Philadelphia,overcast clouds
26-11-2013,New York,sky is clear
26-11-2013,Montreal,light snow
26-11-2013,Boston,sky is clear
26-11-2013,Beersheba,sky is clear
26-11-2013,Tel Aviv District,sky is clear
26-11-2013,Eilat,sky is clear
26-11-2013,Haifa,sky is clear
26-11-2013,Nahariyya,sky is clear
26-11-2013,Jerusalem,sky is clear
27-11-2013,Vancouver,sky is clear
27-11-2013,Portland,sky is clear
27-11-2013,San Francisco,sky is clear
27-11-2013,Seattle,sky is clear
27-11-2013,Los Angeles,sky is clear
27-11-2013,San Diego,broken clouds
27-11-2013,Las Vegas,sky is clear
27-11-2013,Phoenix,sky is clear
27-11-2013,Albuquerque,sky is clear
27-11-2013,Denver,scattered clouds
27-11-2013,San Antonio,sky is clear
27-11-2013,Dallas,sky is clear
27-11-2013,Houston,sky is clear
27-11-2013,Kansas City,few clouds
27-11-2013,Minneapolis,broken clouds
27-11-2013,Saint Louis,sky is clear
27-11-2013,Chicago,broken clouds
27-11-2013,Nashville,sky is clear
27-11-2013,Indianapolis,overcast clouds
27-11-2013,Atlanta,light rain
27-11-2013,Detroit,overcast clouds
27-11-2013,Jacksonville,moderate rain
27-11-2013,Charlotte,mist
27-11-2013,Miami,light rain
27-11-2013,Pittsburgh,overcast clouds
27-11-2013,Toronto,mist
27-11-2013,Philadelphia,mist
27-11-2013,New York,mist
27-11-2013,Montreal,light snow
27-11-2013,Boston,mist
27-11-2013,Beersheba,sky is clear
27-11-2013,Tel Aviv District,sky is clear
27-11-2013,Eilat,sky is clear
27-11-2013,Haifa,sky is clear
27-11-2013,Nahariyya,sky is clear
27-11-2013,Jerusalem,sky is clear
28-11-2013,Vancouver,sky is clear
28-11-2013,Portland,sky is clear
28-11-2013,San Francisco,scattered clouds
28-11-2013,Seattle,sky is clear
28-11-2013,Los Angeles,sky is clear
28-11-2013,San Diego,broken clouds
28-11-2013,Las Vegas,sky is clear
28-11-2013,Phoenix,sky is clear
28-11-2013,Albuquerque,sky is clear
28-11-2013,Denver,scattered clouds
28-11-2013,San Antonio,sky is clear
28-11-2013,Dallas,sky is clear
28-11-2013,Houston,sky is clear
28-11-2013,Kansas City,few clouds
28-11-2013,Minneapolis,broken clouds
28-11-2013,Saint Louis,sky is clear
28-11-2013,Chicago,broken clouds
28-11-2013,Nashville,sky is clear
28-11-2013,Indianapolis,scattered clouds
28-11-2013,Atlanta,sky is clear
28-11-2013,Detroit,overcast clouds
28-11-2013,Jacksonville,sky is clear
28-11-2013,Charlotte,sky is clear
28-11-2013,Miami,light rain
28-11-2013,Pittsburgh,overcast clouds
28-11-2013,Toronto,overcast clouds
28-11-2013,Philadelphia,sky is clear
28-11-2013,New York,sky is clear
28-11-2013,Montreal,light snow
28-11-2013,Boston,sky is clear
28-11-2013,Beersheba,sky is clear
28-11-2013,Tel Aviv District,few clouds
28-11-2013,Eilat,sky is clear
28-11-2013,Haifa,sky is clear
28-11-2013,Nahariyya,sky is clear
28-11-2013,Jerusalem,sky is clear
29-11-2013,Vancouver,sky is clear
29-11-2013,Portland,sky is clear
29-11-2013,San Francisco,sky is clear
29-11-2013,Seattle,sky is clear
29-11-2013,Los Angeles,moderate rain
29-11-2013,San Diego,broken clouds
29-11-2013,Las Vegas,sky is clear
29-11-2013,Phoenix,sky is clear
29-11-2013,Albuquerque,sky is clear
29-11-2013,Denver,scattered clouds
29-11-2013,San Antonio,sky is clear
29-11-2013,Dallas,sky is clear
29-11-2013,Houston,sky is clear
29-11-2013,Kansas City,few clouds
29-11-2013,Minneapolis,broken clouds
29-11-2013,Saint Louis,sky is clear
29-11-2013,Chicago,broken clouds
29-11-2013,Nashville,sky is clear
29-11-2013,Indianapolis,sky is clear
29-11-2013,Atlanta,sky is clear
29-11-2013,Detroit,overcast clouds
29-11-2013,Jacksonville,sky is clear
29-11-2013,Charlotte,sky is clear
29-11-2013,Miami,light rain
29-11-2013,Pittsburgh,sky is clear
29-11-2013,Toronto,scattered clouds
29-11-2013,Philadelphia,scattered clouds
29-11-2013,New York,sky is clear
29-11-2013,Montreal,light rain
29-11-2013,Boston,sky is clear
29-11-2013,Beersheba,sky is clear
29-11-2013,Tel Aviv District,broken clouds
29-11-2013,Eilat,sky is clear
29-11-2013,Haifa,sky is clear
29-11-2013,Nahariyya,sky is clear
29-11-2013,Jerusalem,sky is clear
30-11-2013,Vancouver,light rain
30-11-2013,Portland,sky is clear
30-11-2013,San Francisco,mist
30-11-2013,Seattle,sky is clear
30-11-2013,Los Angeles,sky is clear
30-11-2013,San Diego,broken clouds
30-11-2013,Las Vegas,sky is clear
30-11-2013,Phoenix,sky is clear
30-11-2013,Albuquerque,sky is clear
30-11-2013,Denver,scattered clouds
30-11-2013,San Antonio,sky is clear
30-11-2013,Dallas,sky is clear
30-11-2013,Houston,sky is clear
30-11-2013,Kansas City,few clouds
30-11-2013,Minneapolis,broken clouds
30-11-2013,Saint Louis,sky is clear
30-11-2013,Chicago,broken clouds
30-11-2013,Nashville,sky is clear
30-11-2013,Indianapolis,few clouds
30-11-2013,Atlanta,sky is clear
30-11-2013,Detroit,overcast clouds
30-11-2013,Jacksonville,overcast clouds
30-11-2013,Charlotte,sky is clear
30-11-2013,Miami,light rain
30-11-2013,Pittsburgh,sky is clear
30-11-2013,Toronto,scattered clouds
30-11-2013,Philadelphia,sky is clear
30-11-2013,New York,sky is clear
30-11-2013,Montreal,light rain
30-11-2013,Boston,sky is clear
30-11-2013,Beersheba,sky is clear
30-11-2013,Tel Aviv District,sky is clear
30-11-2013,Eilat,sky is clear
30-11-2013,Haifa,sky is clear
30-11-2013,Nahariyya,sky is clear
30-11-2013,Jerusalem,sky is clear
01-12-2013,Vancouver,mist
01-12-2013,Portland,moderate rain
01-12-2013,San Francisco,mist
01-12-2013,Seattle,sky is clear
01-12-2013,Los Angeles,sky is clear
01-12-2013,San Diego,broken clouds
01-12-2013,Las Vegas,sky is clear
01-12-2013,Phoenix,sky is clear
01-12-2013,Albuquerque,sky is clear
01-12-2013,Denver,scattered clouds
01-12-2013,San Antonio,sky is clear
01-12-2013,Dallas,sky is clear
01-12-2013,Houston,sky is clear
01-12-2013,Kansas City,few clouds
01-12-2013,Minneapolis,broken clouds
01-12-2013,Saint Louis,sky is clear
01-12-2013,Chicago,broken clouds
01-12-2013,Nashville,sky is clear
01-12-2013,Indianapolis,few clouds
01-12-2013,Atlanta,sky is clear
01-12-2013,Detroit,overcast clouds
01-12-2013,Jacksonville,overcast clouds
01-12-2013,Charlotte,sky is clear
01-12-2013,Miami,light rain
01-12-2013,Pittsburgh,sky is clear
01-12-2013,Toronto,scattered clouds
01-12-2013,Philadelphia,sky is clear
01-12-2013,New York,sky is clear
01-12-2013,Montreal,light snow
01-12-2013,Boston,sky is clear
01-12-2013,Beersheba,sky is clear
01-12-2013,Tel Aviv District,sky is clear
01-12-2013,Eilat,sky is clear
01-12-2013,Haifa,sky is clear
01-12-2013,Nahariyya,sky is clear
01-12-2013,Jerusalem,sky is clear
02-12-2013,Vancouver,sky is clear
02-12-2013,Portland,mist
02-12-2013,San Francisco,mist
02-12-2013,Seattle,sky is clear
02-12-2013,Los Angeles,sky is clear
02-12-2013,San Diego,broken clouds
02-12-2013,Las Vegas,sky is clear
02-12-2013,Phoenix,sky is clear
02-12-2013,Albuquerque,sky is clear
02-12-2013,Denver,scattered clouds
02-12-2013,San Antonio,sky is clear
02-12-2013,Dallas,sky is clear
02-12-2013,Houston,sky is clear
02-12-2013,Kansas City,few clouds
02-12-2013,Minneapolis,light snow
02-12-2013,Saint Louis,sky is clear
02-12-2013,Chicago,broken clouds
02-12-2013,Nashville,sky is clear
02-12-2013,Indianapolis,haze
02-12-2013,Atlanta,mist
02-12-2013,Detroit,overcast clouds
02-12-2013,Jacksonville,mist
02-12-2013,Charlotte,sky is clear
02-12-2013,Miami,light rain
02-12-2013,Pittsburgh,sky is clear
02-12-2013,Toronto,mist
02-12-2013,Philadelphia,sky is clear
02-12-2013,New York,sky is clear
02-12-2013,Montreal,light snow
02-12-2013,Boston,mist
02-12-2013,Beersheba,sky is clear
02-12-2013,Tel Aviv District,sky is clear
02-12-2013,Eilat,sky is clear
02-12-2013,Haifa,sky is clear
02-12-2013,Nahariyya,sky is clear
02-12-2013,Jerusalem,sky is clear
03-12-2013,Vancouver,sky is clear
03-12-2013,Portland,sky is clear
03-12-2013,San Francisco,mist
03-12-2013,Seattle,sky is clear
03-12-2013,Los Angeles,sky is clear
03-12-2013,San Diego,broken clouds
03-12-2013,Las Vegas,sky is clear
03-12-2013,Phoenix,sky is clear
03-12-2013,Albuquerque,sky is clear
03-12-2013,Denver,scattered clouds
03-12-2013,San Antonio,sky is clear
03-12-2013,Dallas,sky is clear
03-12-2013,Houston,mist
03-12-2013,Kansas City,few clouds
03-12-2013,Minneapolis,light intensity drizzle
03-12-2013,Saint Louis,mist
03-12-2013,Chicago,mist
03-12-2013,Nashville,mist
03-12-2013,Indianapolis,mist
03-12-2013,Atlanta,mist
03-12-2013,Detroit,overcast clouds
03-12-2013,Jacksonville,mist
03-12-2013,Charlotte,sky is clear
03-12-2013,Miami,light rain
03-12-2013,Pittsburgh,sky is clear
03-12-2013,Toronto,scattered clouds
03-12-2013,Philadelphia,sky is clear
03-12-2013,New York,sky is clear
03-12-2013,Montreal,mist
03-12-2013,Boston,mist
03-12-2013,Beersheba,sky is clear
03-12-2013,Tel Aviv District,sky is clear
03-12-2013,Eilat,sky is clear
03-12-2013,Haifa,sky is clear
03-12-2013,Nahariyya,sky is clear
03-12-2013,Jerusalem,sky is clear
04-12-2013,Vancouver,sky is clear
04-12-2013,Portland,sky is clear
04-12-2013,San Francisco,sky is clear
04-12-2013,Seattle,sky is clear
04-12-2013,Los Angeles,sky is clear
04-12-2013,San Diego,broken clouds
04-12-2013,Las Vegas,sky is clear
04-12-2013,Phoenix,sky is clear
04-12-2013,Albuquerque,sky is clear
04-12-2013,Denver,mist
04-12-2013,San Antonio,sky is clear
04-12-2013,Dallas,sky is clear
04-12-2013,Houston,mist
04-12-2013,Kansas City,light intensity drizzle
04-12-2013,Minneapolis,mist
04-12-2013,Saint Louis,mist
04-12-2013,Chicago,mist
04-12-2013,Nashville,sky is clear
04-12-2013,Indianapolis,mist
04-12-2013,Atlanta,fog
04-12-2013,Detroit,mist
04-12-2013,Jacksonville,overcast clouds
04-12-2013,Charlotte,sky is clear
04-12-2013,Miami,light rain
04-12-2013,Pittsburgh,sky is clear
04-12-2013,Toronto,scattered clouds
04-12-2013,Philadelphia,sky is clear
04-12-2013,New York,sky is clear
04-12-2013,Montreal,light rain
04-12-2013,Boston,sky is clear
04-12-2013,Beersheba,sky is clear
04-12-2013,Tel Aviv District,scattered clouds
04-12-2013,Eilat,sky is clear
04-12-2013,Haifa,sky is clear
04-12-2013,Nahariyya,sky is clear
04-12-2013,Jerusalem,sky is clear
05-12-2013,Vancouver,sky is clear
05-12-2013,Portland,sky is clear
05-12-2013,San Francisco,sky is clear
05-12-2013,Seattle,sky is clear
05-12-2013,Los Angeles,sky is clear
05-12-2013,San Diego,broken clouds
05-12-2013,Las Vegas,sky is clear
05-12-2013,Phoenix,sky is clear
05-12-2013,Albuquerque,sky is clear
05-12-2013,Denver,scattered clouds
05-12-2013,San Antonio,mist
05-12-2013,Dallas,sky is clear
05-12-2013,Houston,mist
05-12-2013,Kansas City,few clouds
05-12-2013,Minneapolis,haze
05-12-2013,Saint Louis,sky is clear
05-12-2013,Chicago,broken clouds
05-12-2013,Nashville,sky is clear
05-12-2013,Indianapolis,few clouds
05-12-2013,Atlanta,mist
05-12-2013,Detroit,overcast clouds
05-12-2013,Jacksonville,overcast clouds
05-12-2013,Charlotte,mist
05-12-2013,Miami,light rain
05-12-2013,Pittsburgh,sky is clear
05-12-2013,Toronto,scattered clouds
05-12-2013,Philadelphia,mist
05-12-2013,New York,mist
05-12-2013,Montreal,light rain
05-12-2013,Boston,mist
05-12-2013,Beersheba,sky is clear
05-12-2013,Tel Aviv District,light rain
05-12-2013,Eilat,sky is clear
05-12-2013,Haifa,sky is clear
05-12-2013,Nahariyya,sky is clear
05-12-2013,Jerusalem,sky is clear
06-12-2013,Vancouver,sky is clear
06-12-2013,Portland,sky is clear
06-12-2013,San Francisco,moderate rain
06-12-2013,Seattle,sky is clear
06-12-2013,Los Angeles,sky is clear
06-12-2013,San Diego,broken clouds
06-12-2013,Las Vegas,sky is clear
06-12-2013,Phoenix,sky is clear
06-12-2013,Albuquerque,sky is clear
06-12-2013,Denver,scattered clouds
06-12-2013,San Antonio,sky is clear
06-12-2013,Dallas,mist
06-12-2013,Houston,mist
06-12-2013,Kansas City,few clouds
06-12-2013,Minneapolis,mist
06-12-2013,Saint Louis,mist
06-12-2013,Chicago,broken clouds
06-12-2013,Nashville,mist
06-12-2013,Indianapolis,few clouds
06-12-2013,Atlanta,overcast clouds
06-12-2013,Detroit,overcast clouds
06-12-2013,Jacksonville,overcast clouds
06-12-2013,Charlotte,sky is clear
06-12-2013,Miami,light rain
06-12-2013,Pittsburgh,mist
06-12-2013,Toronto,scattered clouds
06-12-2013,Philadelphia,mist
06-12-2013,New York,light rain
06-12-2013,Montreal,light rain
06-12-2013,Boston,mist
06-12-2013,Beersheba,sky is clear
06-12-2013,Tel Aviv District,light rain
06-12-2013,Eilat,sky is clear
06-12-2013,Haifa,sky is clear
06-12-2013,Nahariyya,sky is clear
06-12-2013,Jerusalem,sky is clear
07-12-2013,Vancouver,sky is clear
07-12-2013,Portland,sky is clear
07-12-2013,San Francisco,sky is clear
07-12-2013,Seattle,sky is clear
07-12-2013,Los Angeles,sky is clear
07-12-2013,San Diego,broken clouds
07-12-2013,Las Vegas,sky is clear
07-12-2013,Phoenix,sky is clear
07-12-2013,Albuquerque,sky is clear
07-12-2013,Denver,scattered clouds
07-12-2013,San Antonio,sky is clear
07-12-2013,Dallas,sky is clear
07-12-2013,Houston,sky is clear
07-12-2013,Kansas City,few clouds
07-12-2013,Minneapolis,sky is clear
07-12-2013,Saint Louis,sky is clear
07-12-2013,Chicago,broken clouds
07-12-2013,Nashville,sky is clear
07-12-2013,Indianapolis,few clouds
07-12-2013,Atlanta,sky is clear
07-12-2013,Detroit,overcast clouds
07-12-2013,Jacksonville,overcast clouds
07-12-2013,Charlotte,sky is clear
07-12-2013,Miami,light rain
07-12-2013,Pittsburgh,sky is clear
07-12-2013,Toronto,scattered clouds
07-12-2013,Philadelphia,light rain
07-12-2013,New York,sky is clear
07-12-2013,Montreal,light rain
07-12-2013,Boston,mist
07-12-2013,Beersheba,sky is clear
07-12-2013,Tel Aviv District,light rain
07-12-2013,Eilat,sky is clear
07-12-2013,Haifa,sky is clear
07-12-2013,Nahariyya,sky is clear
07-12-2013,Jerusalem,sky is clear
08-12-2013,Vancouver,sky is clear
08-12-2013,Portland,sky is clear
08-12-2013,San Francisco,moderate rain
08-12-2013,Seattle,sky is clear
08-12-2013,Los Angeles,sky is clear
08-12-2013,San Diego,broken clouds
08-12-2013,Las Vegas,sky is clear
08-12-2013,Phoenix,sky is clear
08-12-2013,Albuquerque,sky is clear
08-12-2013,Denver,scattered clouds
08-12-2013,San Antonio,sky is clear
08-12-2013,Dallas,mist
08-12-2013,Houston,sky is clear
08-12-2013,Kansas City,few clouds
08-12-2013,Minneapolis,mist
08-12-2013,Saint Louis,mist
08-12-2013,Chicago,broken clouds
08-12-2013,Nashville,mist
08-12-2013,Indianapolis,few clouds
08-12-2013,Atlanta,mist
08-12-2013,Detroit,overcast clouds
08-12-2013,Jacksonville,mist
08-12-2013,Charlotte,sky is clear
08-12-2013,Miami,light rain
08-12-2013,Pittsburgh,sky is clear
08-12-2013,Toronto,scattered clouds
08-12-2013,Philadelphia,sky is clear
08-12-2013,New York,sky is clear
08-12-2013,Montreal,light rain
08-12-2013,Boston,sky is clear
08-12-2013,Beersheba,sky is clear
08-12-2013,Tel Aviv District,scattered clouds
08-12-2013,Eilat,sky is clear
08-12-2013,Haifa,sky is clear
08-12-2013,Nahariyya,sky is clear
08-12-2013,Jerusalem,sky is clear
09-12-2013,Vancouver,sky is clear
09-12-2013,Portland,sky is clear
09-12-2013,San Francisco,sky is clear
09-12-2013,Seattle,sky is clear
09-12-2013,Los Angeles,sky is clear
09-12-2013,San Diego,broken clouds
09-12-2013,Las Vegas,sky is clear
09-12-2013,Phoenix,sky is clear
09-12-2013,Albuquerque,sky is clear
09-12-2013,Denver,scattered clouds
09-12-2013,San Antonio,mist
09-12-2013,Dallas,sky is clear
09-12-2013,Houston,mist
09-12-2013,Kansas City,few clouds
09-12-2013,Minneapolis,light snow
09-12-2013,Saint Louis,sky is clear
09-12-2013,Chicago,broken clouds
09-12-2013,Nashville,sky is clear
09-12-2013,Indianapolis,few clouds
09-12-2013,Atlanta,mist
09-12-2013,Detroit,mist
09-12-2013,Jacksonville,fog
09-12-2013,Charlotte,mist
09-12-2013,Miami,light rain
09-12-2013,Pittsburgh,scattered clouds
09-12-2013,Toronto,scattered clouds
09-12-2013,Philadelphia,mist
09-12-2013,New York,mist
09-12-2013,Montreal,light shower snow
09-12-2013,Boston,mist
09-12-2013,Beersheba,sky is clear
09-12-2013,Tel Aviv District,scattered clouds
09-12-2013,Eilat,sky is clear
09-12-2013,Haifa,sky is clear
09-12-2013,Nahariyya,sky is clear
09-12-2013,Jerusalem,sky is clear
10-12-2013,Vancouver,sky is clear
10-12-2013,Portland,sky is clear
10-12-2013,San Francisco,sky is clear
10-12-2013,Seattle,sky is clear
10-12-2013,Los Angeles,sky is clear
10-12-2013,San Diego,broken clouds
10-12-2013,Las Vegas,sky is clear
10-12-2013,Phoenix,sky is clear
10-12-2013,Albuquerque,sky is clear
10-12-2013,Denver,scattered clouds
10-12-2013,San Antonio,sky is clear
10-12-2013,Dallas,sky is clear
10-12-2013,Houston,sky is clear
10-12-2013,Kansas City,few clouds
10-12-2013,Minneapolis,broken clouds
10-12-2013,Saint Louis,sky is clear
10-12-2013,Chicago,broken clouds
10-12-2013,Nashville,sky is clear
10-12-2013,Indianapolis,few clouds
10-12-2013,Atlanta,mist
10-12-2013,Detroit,overcast clouds
10-12-2013,Jacksonville,overcast clouds
10-12-2013,Charlotte,mist
10-12-2013,Miami,light rain
10-12-2013,Pittsburgh,sky is clear
10-12-2013,Toronto,scattered clouds
10-12-2013,Philadelphia,mist
10-12-2013,New York,mist
10-12-2013,Montreal,light rain
10-12-2013,Boston,mist
10-12-2013,Beersheba,sky is clear
10-12-2013,Tel Aviv District,scattered clouds
10-12-2013,Eilat,sky is clear
10-12-2013,Haifa,sky is clear
10-12-2013,Nahariyya,sky is clear
10-12-2013,Jerusalem,sky is clear
11-12-2013,Vancouver,sky is clear
11-12-2013,Portland,mist
11-12-2013,San Francisco,sky is clear
11-12-2013,Seattle,sky is clear
11-12-2013,Los Angeles,sky is clear
11-12-2013,San Diego,broken clouds
11-12-2013,Las Vegas,sky is clear
11-12-2013,Phoenix,sky is clear
11-12-2013,Albuquerque,sky is clear
11-12-2013,Denver,scattered clouds
11-12-2013,San Antonio,sky is clear
11-12-2013,Dallas,sky is clear
11-12-2013,Houston,sky is clear
11-12-2013,Kansas City,few clouds
11-12-2013,Minneapolis,broken clouds
11-12-2013,Saint Louis,sky is clear
11-12-2013,Chicago,broken clouds
11-12-2013,Nashville,sky is clear
11-12-2013,Indianapolis,few clouds
11-12-2013,Atlanta,sky is clear
11-12-2013,Detroit,light snow
11-12-2013,Jacksonville,overcast clouds
11-12-2013,Charlotte,sky is clear
11-12-2013,Miami,light rain
11-12-2013,Pittsburgh,sky is clear
11-12-2013,Toronto,scattered clouds
11-12-2013,Philadelphia,sky is clear
11-12-2013,New York,sky is clear
11-12-2013,Montreal,light rain
11-12-2013,Boston,sky is clear
11-12-2013,Beersheba,sky is clear
11-12-2013,Tel Aviv District,light rain
11-12-2013,Eilat,scattered clouds
11-12-2013,Haifa,sky is clear
11-12-2013,Nahariyya,sky is clear
11-12-2013,Jerusalem,sky is clear
12-12-2013,Vancouver,sky is clear
12-12-2013,Portland,mist
12-12-2013,San Francisco,sky is clear
12-12-2013,Seattle,mist
12-12-2013,Los Angeles,sky is clear
12-12-2013,San Diego,broken clouds
12-12-2013,Las Vegas,sky is clear
12-12-2013,Phoenix,sky is clear
12-12-2013,Albuquerque,sky is clear
12-12-2013,Denver,scattered clouds
12-12-2013,San Antonio,sky is clear
12-12-2013,Dallas,sky is clear
12-12-2013,Houston,sky is clear
12-12-2013,Kansas City,few clouds
12-12-2013,Minneapolis,broken clouds
12-12-2013,Saint Louis,sky is clear
12-12-2013,Chicago,broken clouds
12-12-2013,Nashville,sky is clear
12-12-2013,Indianapolis,few clouds
12-12-2013,Atlanta,sky is clear
12-12-2013,Detroit,overcast clouds
12-12-2013,Jacksonville,overcast clouds
